listing_id,base_price,room_type,property_type,accommodates,bedrooms,beds,bathrooms,city,neighbourhood_cleansed,latitude,longitude,minimum_nights,maximum_nights,host_is_superhost,amenities_count,number_of_reviews,reviews_per_month,avg_rating,review_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
40264228,372.55,Entire home/apt,Entire home,6,1.0,2.0,2.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.9917,23.75778,1,1125,0.0,63,162,2.61,,,4.81,4.79,4.84,4.88,4.81,4.71,4.77
40282544,171.37,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98579,23.72082,3,730,1.0,44,159,2.58,,,4.97,4.98,4.97,4.96,5.0,4.72,4.96
40344863,610.98,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97656,23.72992,1,1125,0.0,12,0,,,,,,,,,,
40394570,633.33,Entire home/apt,Entire home,4,1.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97466,23.72809,2,28,1.0,21,161,2.68,4.666666666666667,3.0,4.94,4.91,4.91,4.97,4.98,4.99,4.83
40519874,402.35,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96676,23.72855,1,1125,0.0,50,94,1.56,4.0,1.0,4.76,4.9,4.77,4.95,4.88,4.87,4.67
40593464,141.57,Entire home/apt,Entire rental unit,2,0.0,2.0,1.0,"Glyfada, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.96632,23.73108,1,89,1.0,25,1,0.02,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0
40692233,663.14,Entire home/apt,Entire rental unit,8,4.0,6.0,4.0,"Athens, Greece",ΙΛΙΣΙΑ,37.97983,23.75434,4,1125,1.0,44,18,0.3,,,4.89,5.0,4.89,4.94,4.94,4.94,4.78
40914285,394.9,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,"Athens, Greece",ΘΗΣΕΙΟ,37.97429,23.71573,2,1125,0.0,17,4,0.11,,,4.5,4.5,4.75,5.0,5.0,4.75,4.25
40969750,134.12,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.96279,23.73306,1,1125,1.0,31,410,6.88,5.0,2.0,4.91,4.92,4.96,4.94,4.95,4.69,4.82
40987348,1095.29,Entire home/apt,Entire rental unit,9,2.0,5.0,1.0,"Athens, Greece",ΑΚΡΟΠΟΛΗ,37.96926,23.72525,2,365,1.0,26,8,0.2,,,4.75,4.75,4.75,5.0,5.0,5.0,4.88
41001056,327.84,Entire home/apt,Entire rental unit,4,1.0,,,"Athens, Greece",ΠΑΓΚΡΑΤΙ,37.97094,23.74425,2,1125,1.0,35,62,1.04,,,4.76,4.82,4.79,4.9,4.84,4.87,4.76
41076448,506.67,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96739,23.72498,1,1125,0.0,35,106,1.77,3.5,2.0,4.78,4.75,4.75,4.91,4.91,4.95,4.73
41124831,298.04,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,"Athens, Greece",ΚΟΛΩΝΑΚΙ,37.97713851928711,23.74039077758789,1,1125,0.0,29,36,0.84,,,4.61,4.61,4.58,4.72,4.61,4.89,4.5
41339435,312.94,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,Greece,ΛΥΚΑΒΗΤΤΟΣ,37.97971,23.74316,3,1125,0.0,32,39,0.65,2.0,1.0,4.64,4.77,4.56,4.95,4.95,4.74,4.56
41561260,119.22,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.99197,23.75422,2,60,1.0,42,2,0.05,,,5.0,5.0,5.0,5.0,5.0,4.5,4.5
41602864,722.75,Entire home/apt,Entire rental unit,6,3.0,4.0,2.0,"Athens, Greece",ΑΚΡΟΠΟΛΗ,37.96868,23.7266,1,1125,1.0,47,155,2.67,3.0,2.0,4.73,4.81,4.76,4.86,4.8,4.98,4.73
41899273,409.8,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9672,23.72898,2,59,1.0,29,126,2.39,,,4.96,4.99,4.91,4.98,4.97,4.98,4.9
41968284,447.06,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,Greece,ΣΤΑΔΙΟ,37.96745,23.7442,3,1125,0.0,14,1,0.05,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
42016647,946.27,Entire home/apt,Entire rental unit,6,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97967,23.72984,1,28,1.0,34,65,1.44,,,4.91,4.91,4.94,4.92,4.89,4.92,4.89
42018169,938.82,Entire home/apt,Entire rental unit,6,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9794,23.72975,1,28,1.0,16,60,1.16,,,4.93,4.92,4.93,4.9,4.95,4.88,4.88
42055487,402.35,Private room,Private room in rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96414,23.72502,1,5,0.0,22,40,0.77,,,4.7,4.88,4.85,4.77,4.8,4.88,4.55
42086337,625.88,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,"Athina, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97745,23.72908,2,1125,0.0,37,153,2.59,2.5,2.0,4.77,4.83,4.69,4.84,4.84,4.97,4.74
42260632,163.92,Entire home/apt,Entire condo,2,1.0,2.0,1.0,"Athens, Greece",ΠΑΓΚΡΑΤΙ,37.97053,23.74349,3,1125,1.0,27,184,3.15,3.0,2.0,4.96,4.95,4.95,4.99,4.99,4.92,4.96
42448198,67.06,Private room,Private room in rental unit,1,1.0,1.0,2.0,"Athens, Greece",ΓΚΥΖΗ,37.99532,23.74803,20,1125,0.0,13,1,0.02,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
42624508,223.53,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,"Tel Aviv, Israel",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98371887207031,23.71880531311035,2,1125,1.0,43,102,1.88,5.0,2.0,4.81,4.85,4.79,4.97,4.93,4.6,4.81
42900136,268.24,Entire home/apt,Entire rental unit,5,2.0,2.0,1.0,"Argos, Greece",ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99111,23.71241,3,1125,0.0,41,7,0.13,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
42925678,439.61,Entire home/apt,Entire condo,3,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98121,23.72504,1,365,0.0,31,13,0.31,,,4.85,4.85,5.0,4.92,4.92,4.23,4.69
43073627,81.96,Entire home/apt,Entire condo,2,0.0,1.0,1.0,"Berlin, Germany",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00121,23.7311,2,1125,1.0,26,48,0.86,,,4.88,4.92,4.75,4.94,5.0,4.44,4.77
43502239,81.96,Entire home/apt,Entire condo,6,2.0,2.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99607,23.73184,2,1125,0.0,11,1,0.15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43710814,320.39,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97231,23.73249,2,60,0.0,31,6,0.11,,,5.0,5.0,4.83,5.0,5.0,5.0,5.0
43733427,134.12,Private room,Private room in guest suite,2,0.0,1.0,1.0,"Athens, Greece",ΘΗΣΕΙΟ,37.97722,23.7211,1,1125,,16,0,,,,,,,,,,
43733572,178.82,Private room,Private room in guest suite,2,,,,"Athens, Greece",ΚΕΡΑΜΕΙΚΟΣ,37.97885,23.72154,1,1125,,16,0,,,,,,,,,,
43733996,447.06,Private room,Private room in guest suite,3,0.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97824,23.72599,1,1125,,15,3,0.09,,,4.67,4.67,5.0,4.67,5.0,4.33,5.0
43801874,149.02,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Palaio Faliro, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99897,23.725,2,1125,0.0,13,2,0.07,,,4.5,4.5,5.0,5.0,5.0,4.5,4.5
43810511,514.12,Entire home/apt,Entire rental unit,5,2.0,3.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964359,23.723793,3,59,,34,66,1.56,,,4.94,4.95,4.92,4.88,4.95,4.94,4.94
43824542,789.8,Entire home/apt,Entire rental unit,5,2.0,2.0,3.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97629,23.72302,2,30,1.0,21,224,4.24,4.0,4.0,4.91,4.88,4.94,4.9,4.93,4.93,4.83
44009874,439.61,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,"Athens, Greece",ΣΤΑΔΙΟ,37.96984,23.74168,1,1125,1.0,46,25,0.48,,,4.92,4.96,5.0,5.0,5.0,4.88,4.88
44082262,89.41,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Kifisia, Greece",ΠΟΛΥΓΩΝΟ,37.996341705322266,23.749879837036133,2,60,0.0,39,32,0.66,,,4.81,4.75,4.78,4.84,4.84,4.41,4.72
44285143,208.63,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.96491,23.73342,1,1125,1.0,55,93,1.75,,,4.94,4.94,4.99,4.98,4.98,4.89,4.91
44454579,96.86,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.00519,23.73665,20,1125,1.0,51,77,1.81,,,4.97,4.94,4.94,4.94,4.95,4.43,4.94
44803617,216.08,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Dublin, Ireland",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9887,23.72849,3,1125,1.0,43,20,0.48,,,4.85,4.9,5.0,4.95,5.0,4.2,4.7
45077266,916.47,Entire home/apt,Entire rental unit,6,3.0,3.0,1.5,"Nicosia, Cyprus",ΚΟΛΩΝΑΚΙ,37.98099,23.73941,30,1125,1.0,35,17,0.33,,,5.0,5.0,4.76,4.94,5.0,4.94,4.94
45266796,134.12,Private room,Room in boutique hotel,2,1.0,,,"Athens, Greece",ΘΗΣΕΙΟ,37.97789,23.72129,1,1125,1.0,14,0,,,,,,,,,,
45376183,447.06,Entire home/apt,Entire serviced apartment,4,2.0,2.0,2.5,,ΣΤΑΔΙΟ,37.96661,23.73541,2,1125,1.0,61,18,0.53,,,4.94,4.94,4.94,4.94,4.94,5.0,4.89
45416891,245.88,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99223,23.72889,2,59,1.0,26,29,0.7,,,4.83,4.79,4.59,4.9,4.93,4.34,4.66
45752967,171.37,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,"Geneva, Switzerland",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98687,23.72034,2,365,0.0,33,10,0.56,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0
45783078,610.98,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977291,23.725708,1,1125,1.0,28,65,1.27,2.0,1.0,4.66,4.65,4.66,4.78,4.78,4.83,4.48
45876239,760.0,Entire home/apt,Entire rental unit,5,2.0,2.0,1.5,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97466,23.73043,2,1125,0.0,10,0,,,,,,,,,,
45903549,298.04,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athina, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.982933,23.73596,1,1125,0.0,42,30,0.59,,,4.97,5.0,4.93,5.0,5.0,4.97,4.73
45906932,305.49,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977795,23.728117,1,1125,0.0,52,40,0.79,,,4.73,4.8,4.78,4.88,4.68,4.8,4.78
46008930,268.24,Entire home/apt,Entire guest suite,5,2.0,3.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.98732,23.76129,3,365,0.0,34,12,0.29,,,3.67,3.92,2.83,4.58,4.5,4.5,3.92
46131802,640.78,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athina, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97677612304688,23.73008155822754,1,1125,0.0,35,1,0.19,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
46345429,409.8,Entire home/apt,Entire condo,6,2.0,4.0,2.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.96252,23.72439,1,1125,1.0,55,35,0.8,,,4.91,4.91,4.89,4.89,4.97,4.86,4.86
47724322,275.69,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.95695,23.72526,1,360,,51,24,0.51,,,4.88,4.92,5.0,5.0,5.0,4.75,4.75
47727966,171.37,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,"Athens, Greece",ΚΕΡΑΜΕΙΚΟΣ,37.983765,23.715429,1,1125,0.0,73,86,1.79,4.0,1.0,4.53,4.5,4.64,4.8,4.73,4.44,4.44
48105121,424.71,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,"Athens, Greece",1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96403,23.7383,7,180,1.0,34,14,0.33,,,4.93,4.86,4.64,4.71,4.86,4.64,4.5
48192081,312.94,Entire home/apt,Entire condo,2,0.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977898,23.728519,2,365,0.0,31,2,0.09,,,5.0,4.5,5.0,4.5,5.0,5.0,5.0
48750841,111.76,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9887,23.72642,1,1125,0.0,11,0,,,,,,,,,,
49014686,134.12,Entire home/apt,Entire condo,2,0.0,1.0,1.5,"Athens, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98611,23.73667,1,730,,24,162,3.58,2.0,1.0,4.39,4.53,4.53,4.79,4.7,4.18,4.2
49135372,789.8,Entire home/apt,Entire condo,5,2.0,4.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97093,23.73209,2,1125,1.0,47,152,4.18,5.0,1.0,4.93,4.86,4.95,4.89,4.96,4.99,4.89
49268870,126.67,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.991928,23.772047,2,350,1.0,40,12,0.28,,,4.92,5.0,5.0,5.0,5.0,4.92,4.67
49282422,312.94,Entire home/apt,Entire condo,2,1.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97551,23.73206,1,30,0.0,31,288,6.65,3.5,2.0,4.82,4.86,4.87,4.86,4.91,4.9,4.84
49352459,178.82,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,Greece,ΚΥΨΕΛΗ,38.00169,23.73465,1,1125,0.0,46,12,0.42,,,4.67,4.83,4.67,4.75,4.83,4.5,4.75
49409816,581.18,Entire home/apt,Entire condo,4,2.0,3.0,1.5,"Athina, Greece",ΚΟΛΩΝΑΚΙ,37.97644,23.7406,1,1125,0.0,23,9,0.21,,,4.22,4.11,4.33,4.67,4.78,4.89,4.33
49412836,275.69,Entire home/apt,Entire condo,4,1.0,2.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95795,23.73247,7,1125,1.0,34,20,0.48,,,4.95,4.95,4.95,5.0,5.0,5.0,5.0
49430459,81.96,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,,ΚΟΛΩΝΟΣ,37.99273,23.71601,2,1125,0.0,14,9,0.2,,,5.0,4.67,5.0,5.0,5.0,4.22,4.89
49556452,201.18,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96858,23.73029,5,30,1.0,44,127,2.9,4.0,1.0,4.87,4.86,4.91,4.91,4.96,4.98,4.81
49722558,588.63,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,"Athens, Greece",ΖΑΠΠΕΙΟ,37.967049,23.73131,2,1125,1.0,48,212,4.92,5.0,1.0,4.86,4.87,4.88,4.94,4.91,4.86,4.83
49765926,469.41,Private room,Room in aparthotel,4,1.0,2.0,1.0,,ΑΚΡΟΠΟΛΗ,37.96756,23.72458,1,1125,1.0,18,0,,,,,,,,,,
49782166,469.41,Entire home/apt,Entire condo,3,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977234,23.730198,2,365,1.0,28,182,4.16,5.0,2.0,4.85,4.87,4.85,4.9,4.95,4.94,4.81
49783289,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99368,23.72242,1,1125,0.0,18,73,1.67,4.5,2.0,4.55,4.7,4.67,4.82,4.73,3.81,4.62
49789866,275.69,Entire home/apt,Entire home,4,1.0,,,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95495,23.72035,2,1125,1.0,43,12,0.28,,,4.92,4.92,4.92,5.0,5.0,4.83,4.67
49807691,491.76,Entire home/apt,Entire rental unit,8,2.0,0.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.99217,23.75769,3,365,0.0,7,0,,,,,,,,,,
49844303,312.94,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977524,23.729153,1,60,1.0,50,152,3.57,2.0,1.0,4.75,4.86,4.93,4.83,4.88,4.95,4.82
49900278,305.49,Private room,Private room in condo,2,1.0,1.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977871,23.726896,2,59,0.0,27,104,2.46,,,4.42,4.49,4.56,4.75,4.87,4.79,4.57
49900734,305.49,Private room,Private room in condo,2,1.0,1.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977871,23.726896,1,59,0.0,21,114,2.69,3.5,2.0,4.57,4.68,4.7,4.75,4.88,4.75,4.67
49939233,633.33,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97215,23.73104,1,1125,0.0,38,110,2.52,3.0,1.0,4.82,4.85,4.86,4.89,4.88,4.98,4.8
49977832,283.14,Entire home/apt,Entire condo,8,2.0,2.0,1.5,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99133,23.72054,2,730,0.0,36,31,0.72,,,4.87,4.87,4.87,4.9,4.97,4.52,4.77
50010098,134.12,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΚΥΨΕΛΗ,38.00198,23.735046,2,60,0.0,47,105,2.48,,,4.8,4.83,4.86,4.91,4.94,4.3,4.81
50115184,290.59,Entire home/apt,Entire rental unit,2,6.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.971527099609375,23.73163414001465,1,1125,1.0,21,1,0.07,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0
50185404,312.94,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97585,23.73147,1,1125,0.0,16,72,1.68,4.666666666666667,3.0,4.78,4.86,4.71,4.88,4.86,4.97,4.86
50279123,141.57,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Chalandri, Greece",ΚΥΨΕΛΗ,38.002644,23.736389,1,1125,0.0,36,19,0.49,,,4.95,4.95,4.89,5.0,5.0,4.68,4.89
50295199,454.51,Entire home/apt,Entire condo,3,0.0,2.0,1.0,"Glyfada, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9798,23.73035,1,89,1.0,28,6,0.14,5.0,1.0,4.67,4.5,4.67,4.67,4.83,4.67,4.33
50330666,67.06,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.98822,23.72083,4,8,1.0,45,157,3.78,5.0,1.0,4.94,4.92,4.89,4.96,4.92,4.31,4.88
50369590,178.82,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,,ΠΟΛΥΓΩΝΟ,37.99445,23.75838,3,1125,1.0,41,70,1.65,2.0,1.0,5.0,4.97,4.99,4.96,4.97,4.8,4.99
50394350,201.18,Entire home/apt,Entire serviced apartment,2,0.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96629,23.72589,2,59,1.0,31,76,1.79,,,4.71,4.83,4.76,4.82,4.93,4.88,4.66
50477093,201.18,Entire home/apt,Entire rental unit,2,1.0,,,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96777,23.729748,1,1125,1.0,25,161,3.8,4.0,1.0,4.84,4.82,4.89,4.93,4.91,4.99,4.83
50484848,342.75,Entire home/apt,Entire rental unit,5,1.0,4.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.957,23.72819,2,100,1.0,36,100,2.36,4.5,2.0,4.94,4.83,4.84,4.98,4.97,4.84,4.86
50558591,223.53,Entire home/apt,Entire rental unit,5,2.0,2.0,1.0,Greece,ΝΙΡΒΑΝΑ,38.016297,23.726741,1,50,1.0,55,58,1.38,,,4.97,4.97,4.91,4.97,5.0,4.74,4.97
50561294,357.65,Entire home/apt,Entire condo,3,1.0,1.0,1.0,,ΑΚΡΟΠΟΛΗ,37.96815,23.72872,2,100,0.0,49,38,0.91,,,4.58,4.71,4.82,4.68,4.63,4.89,4.55
50562819,134.12,Entire home/apt,Entire condo,2,1.0,1.0,1.0,,ΘΗΣΕΙΟ,37.97822,23.72279,2,100,0.0,42,42,1.1,,,4.52,4.52,4.64,4.71,4.74,4.76,4.52
50579791,201.18,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.95984,23.72373,1,30,1.0,37,225,5.31,5.0,1.0,4.87,4.9,4.91,4.9,4.93,4.64,4.84
50625124,201.18,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.96054,23.72516,1,30,1.0,34,201,4.77,2.0,3.0,4.88,4.86,4.92,4.9,4.94,4.63,4.82
50875794,409.8,Entire home/apt,Entire villa,6,3.0,3.0,3.0,Germany,ΝΕΟΣ ΚΟΣΜΟΣ,37.955196,23.729719,1,1125,0.0,55,37,0.88,,,4.81,4.92,4.95,4.86,5.0,4.86,4.95
50975891,298.04,Entire home/apt,Entire serviced apartment,4,0.0,2.0,1.0,,ΠΕΔΙΟ ΑΡΕΩΣ,37.9959,23.74076,1,1125,0.0,30,26,0.71,,,4.58,4.62,4.62,4.77,4.54,4.31,4.31
50988194,387.45,Entire home/apt,Entire condo,6,2.0,2.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95992,23.72567,2,60,0.0,45,16,0.39,,,4.69,4.88,4.75,4.75,4.88,4.5,4.75
51084342,320.39,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,,ΛΥΚΑΒΗΤΤΟΣ,37.97897,23.74153,3,365,0.0,18,25,0.62,,,4.52,4.64,4.68,4.84,5.0,4.8,4.64
51122059,514.12,Entire home/apt,Entire rental unit,5,2.0,3.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968384,23.729532,2,1125,0.0,33,93,2.23,,,4.87,4.95,4.92,4.9,4.89,4.97,4.8
51204527,275.69,Entire home/apt,Entire condo,5,3.0,3.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99049,23.72222,1,365,1.0,51,46,1.12,,,4.8,4.85,4.87,4.96,4.96,4.46,4.78
51293119,96.86,Entire home/apt,Entire rental unit,2,1.0,,,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99602,23.72592,3,59,0.0,10,185,4.46,,,4.71,4.83,4.65,4.92,4.98,4.24,4.8
51299107,618.43,Entire home/apt,Entire loft,4,1.0,2.0,1.0,Greece,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97728,23.72803,2,365,,30,152,3.78,4.333333333333333,3.0,4.73,4.82,4.76,4.76,4.87,4.93,4.78
51315093,245.88,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,"Athens, Greece",ΑΚΡΟΠΟΛΗ,37.971008797606544,23.72910987585783,2,1125,0.0,37,76,2.35,,,4.88,4.87,4.91,4.88,4.93,4.96,4.89
