listing_id,base_price,room_type,property_type,accommodates,bedrooms,beds,bathrooms,city,neighbourhood_cleansed,latitude,longitude,minimum_nights,maximum_nights,host_is_superhost,amenities_count,number_of_reviews,reviews_per_month,avg_rating,review_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
810153941284770480,253.33,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,"Athens, Greece",ΓΟΥΔΙ,37.98361,23.75971,2,999,1.0,48,93,4.04,,,4.86,4.95,4.96,4.86,4.94,4.68,4.8
811448501068240783,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,Greece,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9937003,23.7235334,2,365,1.0,37,2,0.85,,,4.0,4.5,4.5,4.5,5.0,3.5,4.5
812181933324958259,901.57,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973121,23.7333578,1,1125,,48,13,0.58,,,4.69,4.62,4.77,4.62,4.62,4.69,4.54
815752562631896420,223.53,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9861455,23.7392199,1,365,1.0,36,10,0.45,,,4.9,4.9,5.0,4.9,4.9,4.9,4.8
815773023767110266,149.02,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9861455,23.7392199,1,365,1.0,36,7,0.32,,,5.0,5.0,4.86,5.0,5.0,5.0,4.57
815780199257122798,134.12,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00743,23.73381,2,1125,0.0,13,2,0.09,,,4.5,4.5,5.0,4.5,4.5,3.0,4.0
815827628809982991,134.12,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΓΚΥΖΗ,37.9899799,23.7463889,2,60,1.0,15,1,0.05,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
817192482488126558,193.73,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99474605146533,23.76466833318852,3,28,0.0,48,16,0.71,2.0,1.0,4.94,5.0,4.88,4.94,4.94,5.0,4.75
817278055163832422,312.94,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97349167958925,23.73219654731457,2,365,1.0,41,147,6.67,5.0,1.0,4.93,4.95,4.95,4.93,4.96,4.95,4.9
820883215771847388,111.76,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00219891514003,23.72706735646424,1,365,1.0,40,15,0.72,,,4.4,4.6,4.27,4.53,4.67,4.13,4.53
820885015218759084,484.31,Entire home/apt,Entire condo,4,2.0,2.0,1.0,,ΑΚΡΟΠΟΛΗ,37.97255783342531,23.71967344788513,2,60,0.0,40,204,9.07,2.0,1.0,4.86,4.91,4.84,4.79,4.88,4.94,4.84
821473195726193771,372.55,Entire home/apt,Entire condo,3,1.0,2.0,1.0,"Athens, Greece",ΑΚΡΟΠΟΛΗ,37.9692851,23.7147415,3,60,1.0,38,29,1.32,,,5.0,5.0,5.0,5.0,5.0,4.97,5.0
821503452695704484,342.75,Entire home/apt,Entire rental unit,5,2.0,2.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.9658507,23.7318747,3,365,0.0,24,8,0.38,,,4.88,5.0,4.75,4.88,5.0,4.88,5.0
821729188489418348,432.16,Entire home/apt,Entire rental unit,8,4.0,5.0,1.5,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98684,23.72754,3,365,0.0,38,23,1.11,,,4.65,4.61,4.78,4.78,4.74,4.35,4.57
822220428974045821,141.57,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9861455,23.7392199,1,365,1.0,37,13,0.61,4.0,1.0,4.85,4.77,4.77,4.92,4.77,4.54,4.69
822247673396372014,312.94,Entire home/apt,Entire loft,2,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9773048,23.7247344,1,365,1.0,44,11,0.52,,,4.64,4.64,4.82,5.0,5.0,4.91,4.64
822382352978173436,149.02,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99419045348717,23.725055074909783,3,1125,1.0,47,10,0.79,,,4.9,4.9,4.8,5.0,4.7,4.2,4.9
822421281106801841,409.8,Entire home/apt,Entire condo,4,1.0,3.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96319233619237,23.723491318523884,1,1125,1.0,43,56,2.74,3.0,2.0,4.88,4.89,4.84,4.96,4.93,4.95,4.91
826010493173747339,588.63,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,,ΚΟΛΩΝΑΚΙ,37.9777279,23.7406866,2,365,0.0,33,0,,,,,,,,,,
826018306232445610,223.53,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98746371640302,23.74433188722353,3,365,1.0,42,27,1.25,,,5.0,4.96,4.93,5.0,5.0,4.85,4.93
827443578683471376,327.84,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΠΑΓΚΡΑΤΙ,37.97060394490397,23.74352723676044,2,365,1.0,44,119,5.34,5.0,1.0,4.97,4.95,4.93,4.97,4.98,4.93,4.94
828077289154863987,163.92,Entire home/apt,Entire condo,3,1.0,1.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9900498,23.7225587,1,45,1.0,39,53,2.62,,,4.92,4.96,4.96,4.91,4.98,4.38,4.85
828849773770090504,610.98,Private room,Room in hotel,4,1.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97903609999999,23.7274307,1,365,0.0,8,0,,,,,,,,,,
828922511876251976,149.02,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,Greece,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98891951575871,23.748257964723678,2,8,0.0,39,1,0.05,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
830906453485294119,163.92,Entire home/apt,Entire rental unit,3,1.0,3.0,1.0,,ΓΚΥΖΗ,37.9918781,23.7494037,2,345,0.0,18,7,0.33,,,3.57,4.0,3.0,4.57,4.0,4.14,3.57
833192639897741249,275.69,Entire home/apt,Entire rental unit,5,3.0,3.0,2.0,"Athens, Greece",ΡΗΓΙΛΛΗΣ,37.9748302833379,23.74235944788512,3,365,1.0,45,51,2.36,4.0,1.0,4.86,4.86,4.8,4.88,4.94,4.98,4.88
833839893100925360,171.37,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9895489,23.7579817,1,365,0.0,6,11,0.5,,,4.18,4.55,4.55,4.45,4.09,4.45,3.91
834513159125472576,96.86,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9963939,23.7306441,3,28,0.0,7,1,0.05,,,5.0,4.0,5.0,5.0,5.0,4.0,3.0
835588634086346657,245.88,Private room,Private room in rental unit,3,1.0,2.0,3.5,,ΠΑΓΚΡΑΤΙ,37.97116,23.7437,1,15,0.0,57,14,0.78,4.0,1.0,4.86,4.71,4.64,4.86,4.93,4.93,4.86
836245627731691861,238.43,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.9930986,23.7603637,1,1125,0.0,38,61,3.29,2.0,3.0,4.67,4.72,4.61,4.84,4.66,4.64,4.64
836990518960942012,402.35,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9646655,23.7235467,2,365,1.0,38,99,4.88,4.0,1.0,4.84,4.86,4.73,4.94,4.92,4.84,4.82
837356373161241256,439.61,Entire home/apt,Entire rental unit,6,2.0,,,"Heraklion, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9900315,23.7414522,2,95,0.0,40,8,0.36,,,4.88,5.0,5.0,5.0,5.0,4.75,4.88
837513139149571019,178.82,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,"Chalandri, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.989842688843446,23.728438339488605,1,1125,0.0,38,23,1.06,,,4.22,4.22,3.91,4.39,4.57,3.22,4.3
838504972459179491,81.96,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΝΙΡΒΑΝΑ,38.0042896,23.7268844,2,90,0.0,37,30,1.77,,,4.87,4.87,4.9,4.9,4.97,4.3,4.63
840543274864580251,44.71,Private room,Private room in rental unit,1,,,,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.0060908,23.7378553,3,180,0.0,25,11,0.55,,,4.36,4.73,3.82,5.0,4.73,4.09,4.09
840985685801831638,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.00741024308935,23.74025747179985,2,60,0.0,19,17,0.82,,,4.53,4.76,4.82,4.82,4.88,4.12,4.71
841871321942180605,514.12,Entire home/apt,Entire rental unit,5,2.0,,,Greece,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96800700604406,23.72625097632408,2,1125,1.0,58,171,7.88,5.0,1.0,4.98,4.96,4.97,4.98,4.99,4.99,4.94
841941151749247866,230.98,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,"Athens, Greece",ΚΥΨΕΛΗ,37.99678660000001,23.7335333,2,365,0.0,18,4,0.19,,,3.75,4.0,5.0,4.75,4.25,4.75,4.75
842009722703426755,312.94,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,Greece,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9770712,23.7272337,2,365,1.0,45,43,2.04,,,4.74,4.72,4.77,4.91,4.95,5.0,4.63
842059509623540600,268.24,Entire home/apt,Entire rental unit,4,2.0,2.0,2.5,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9881973,23.7370106,3,365,0.0,10,2,0.11,,,4.5,4.5,3.5,4.5,5.0,4.5,5.0
847617171327441804,365.1,Entire home/apt,Entire rental unit,5,1.0,3.0,1.0,"Barcelona, Spain",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9849061,23.7335535,1,365,0.0,45,19,1.04,,,4.89,4.84,4.95,4.89,5.0,4.74,4.84
847732234376924688,134.12,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.00576418523897,23.736879122039177,1,365,0.0,26,15,0.8,,,4.47,4.47,4.67,4.33,4.33,4.07,4.2
848511725095324399,126.67,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99125,23.76297,2,365,1.0,32,71,3.42,,,4.8,4.82,4.77,4.92,4.97,4.85,4.8
849731560750180337,268.24,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,"Palaio Faliro, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00005567939025,23.72485510406373,1,365,0.0,8,3,0.15,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
849745969274675539,290.59,Entire home/apt,Entire condo,6,2.0,4.0,1.0,Greece,ΑΝΩ ΚΥΨΕΛΗ,38.00612468669587,23.738051266270464,3,730,0.0,51,27,1.27,1.0,1.0,4.93,4.85,4.89,4.93,4.93,4.44,4.85
849995162893794550,305.49,Entire home/apt,Entire rental unit,7,4.0,4.0,1.5,"Athens, Greece",ΝΙΡΒΑΝΑ,38.01062,23.72559,2,365,0.0,6,3,0.18,,,4.67,4.33,4.0,4.33,5.0,5.0,4.67
850480650704793680,268.24,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96427373817028,23.72819649477801,1,365,1.0,49,67,3.24,2.0,2.0,4.82,4.88,4.72,4.94,4.76,4.9,4.84
851463616033451096,216.08,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΠΑΤΗΣΙΑ,38.01407672973597,23.733123980405345,2,90,,36,56,2.84,,,4.64,4.75,4.64,4.82,4.86,4.07,4.73
851919070987990407,484.31,Entire home/apt,Entire condo,5,2.0,3.0,1.0,,ΖΑΠΠΕΙΟ,37.96702,23.73155,2,60,0.0,31,45,2.26,4.0,1.0,4.82,4.91,4.84,4.82,4.89,4.76,4.8
852622355550027364,394.9,Entire home/apt,Entire rental unit,6,2.0,3.0,2.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.9560335,23.7272796,1,30,0.0,42,7,0.42,,,4.86,5.0,5.0,4.57,4.57,4.57,5.0
852990601755767745,163.92,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"England, United Kingdom",ΚΟΛΩΝΟΣ,38.00082618151552,23.718909679762262,3,365,0.0,21,0,,,,,,,,,,
855874065115835547,290.59,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athina, Greece",ΓΟΥΒΑ,37.9580502183021,23.739531754762822,1,365,0.0,30,2,0.1,,,4.5,4.5,5.0,4.5,5.0,4.5,4.0
856581536246620930,260.78,Entire home/apt,Entire rental unit,4,2.0,3.0,1.5,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.9627572,23.726189,2,365,1.0,53,22,1.05,,,4.77,4.86,4.86,4.86,4.82,4.59,4.77
857215908825700926,320.39,Private room,Room in boutique hotel,2,1.0,1.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9775557,23.7266288,1,365,1.0,37,1,0.07,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
857835263020771233,350.2,Entire home/apt,Entire rental unit,5,2.0,3.0,1.5,"Athens, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98605149999999,23.740987,2,90,0.0,36,5,0.24,,,4.8,4.6,5.0,4.8,5.0,4.4,5.0
857950365632165851,327.84,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,"Athens, Greece",ΠΕΔΙΟ ΑΡΕΩΣ,37.99477644776448,23.733150617048544,3,60,1.0,64,26,1.43,,,5.0,5.0,4.96,5.0,5.0,4.85,4.88
858631829532373147,163.92,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98191,23.72016,2,20,0.0,38,99,4.77,,,4.86,4.93,4.9,4.92,4.96,4.25,4.81
859907678657421955,201.18,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96463954917936,23.72295822948217,5,365,0.0,15,13,0.64,,,4.54,4.69,4.62,5.0,5.0,4.85,4.62
861532011358772944,201.18,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,"Peristeri, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9847261,23.723903,4,365,1.0,34,12,0.65,,,5.0,4.92,5.0,4.83,4.67,3.42,4.75
862099318138931424,320.39,Entire home/apt,Entire rental unit,3,0.0,1.0,1.0,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96505,23.73819,2,365,0.0,14,0,,,,,,,,,,
862341137439202332,394.9,Entire home/apt,Entire condo,5,2.0,2.0,2.0,"Naxos, Greece",ΠΑΓΚΡΑΤΙ,37.9690704,23.7494148,3,365,0.0,48,7,0.46,5.0,1.0,5.0,5.0,4.57,4.29,4.29,4.86,4.57
863652285348840472,238.43,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98273,23.72116,7,365,1.0,39,3,0.19,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
864676578480900766,223.53,Entire home/apt,Entire condo,4,2.0,3.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.989802380796654,23.72920813131292,2,45,0.0,45,17,0.83,,,5.0,4.94,5.0,5.0,5.0,4.65,4.94
867046685793572908,171.37,Entire home/apt,Entire rental unit,5,2.0,3.0,1.0,"Athens, Greece",ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99605,23.72044,1,20,1.0,18,33,1.62,,,4.76,4.85,4.82,4.76,4.91,4.21,4.88
867227593740552758,268.24,Entire home/apt,Entire condo,4,1.0,1.0,1.0,"Marousi, Greece",ΓΚΑΖΙ,37.9764,23.7114,4,90,0.0,40,6,0.67,,,5.0,5.0,5.0,5.0,5.0,4.83,5.0
873094490660040955,193.73,Entire home/apt,Entire condo,3,1.0,2.0,1.0,,ΓΟΥΔΙ,37.9795749,23.7570074,2,30,,43,19,1.41,2.0,1.0,4.95,5.0,5.0,4.89,4.95,4.79,4.95
873888087694099632,864.31,Entire home/apt,Entire rental unit,7,3.0,6.0,2.0,,ΑΚΡΟΠΟΛΗ,37.96957945204259,23.724622655819687,3,365,0.0,36,41,2.19,,,4.98,4.93,5.0,4.95,4.93,5.0,4.93
874360972385539793,461.96,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,,ΚΟΛΩΝΑΚΙ,37.9788189,23.7381913,2,60,0.0,26,60,3.03,,,4.97,5.0,4.95,4.95,4.93,4.97,4.97
874452064070561979,81.96,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΚΟΛΩΝΟΣ,37.99595931034768,23.717660302178736,2,20,1.0,25,52,2.62,,,4.87,4.87,4.79,4.94,4.85,4.37,4.77
874649846233676740,558.82,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96669744628267,23.72407198685631,2,29,,31,6,0.3,,,4.33,4.33,4.83,4.83,4.33,4.33,4.17
874719484224237663,260.78,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,"Maastricht, Netherlands",ΑΜΠΕΛΟΚΗΠΟΙ,37.991595,23.7624,4,1125,0.0,45,7,0.37,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
878335831934757384,290.59,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Monemvasia, Greece",ΓΟΥΒΑ,37.96000386424393,23.743009753525257,1,60,0.0,2,0,,,,,,,,,,
878683611074659151,327.84,Entire home/apt,Entire condo,4,1.0,2.0,1.0,,ΠΑΓΚΡΑΤΙ,37.969838658545605,23.744626021642897,2,59,1.0,55,10,0.51,5.0,1.0,4.8,5.0,4.9,5.0,5.0,4.8,4.7
879566975555779974,193.73,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,,ΚΥΨΕΛΗ,37.99753,23.73778,2,60,0.0,28,26,1.32,4.0,1.0,4.96,5.0,4.96,4.92,5.0,4.85,4.92
881521538738705798,260.78,Entire home/apt,Entire condo,4,1.0,3.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96006,23.73118,1,59,1.0,35,45,2.49,4.5,2.0,4.73,4.69,4.64,4.93,4.89,4.56,4.77
881606431285667955,141.57,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Athens, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9890088,23.7368492,1,365,1.0,32,97,4.84,4.0,2.0,4.94,4.92,4.99,4.93,4.97,4.47,4.84
881922609059869833,320.39,Entire home/apt,Entire condo,2,1.0,1.0,1.0,"Zografou, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9756262,23.7306121,1,1125,1.0,44,172,8.6,5.0,2.0,4.97,4.96,4.98,4.95,4.99,4.98,4.98
883193919956296094,216.08,Entire home/apt,Entire home,4,2.0,3.0,1.5,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98498910375948,23.71748675923889,2,365,0.0,47,25,1.25,5.0,2.0,4.68,4.76,4.56,4.88,4.96,4.28,4.68
884533294280691329,245.88,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,,ΛΥΚΑΒΗΤΤΟΣ,37.9797077,23.7447585,2,365,0.0,51,21,1.11,,,5.0,4.95,4.95,5.0,4.95,4.86,5.0
884725084534814195,141.57,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"New York, NY",ΚΥΨΕΛΗ,37.9970573,23.7364968,3,31,1.0,46,27,1.39,4.0,1.0,4.93,5.0,5.0,4.96,5.0,4.78,4.89
884767760282633375,1259.22,Entire home/apt,Entire rental unit,8,3.0,4.0,3.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9786914,23.7288171,2,365,1.0,28,90,4.73,5.0,1.0,4.81,4.92,4.77,4.9,4.96,4.97,4.83
884973007339683272,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Chicago, IL",ΝΙΡΒΑΝΑ,38.0102975,23.7281164,3,7,1.0,42,39,1.99,1.0,1.0,4.72,4.79,4.85,4.9,4.87,4.54,4.79
886162354826299291,126.67,Entire home/apt,Entire condo,2,1.0,1.0,1.0,,ΓΟΥΔΙ,37.98250283874725,23.762031862565618,2,1125,0.0,48,3,0.16,,,5.0,5.0,5.0,5.0,5.0,4.67,5.0
886261345396866676,253.33,Entire home/apt,Entire rental unit,5,1.0,2.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9958289,23.7294696,1,365,1.0,40,0,,,,,,,,,,
887303750523381757,476.86,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9794557,23.7353162,3,60,1.0,32,23,1.2,2.0,1.0,4.96,4.87,4.91,5.0,5.0,4.96,4.91
887390282101154291,417.25,Entire home/apt,Entire rental unit,4,2.0,,,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96836255479251,23.729495449073784,2,1125,,66,2,0.14,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
887411653605320082,201.18,Entire home/apt,Entire rental unit,3,1.0,0.0,1.0,"Athens, Greece",ΘΗΣΕΙΟ,37.97618758511489,23.71667231917052,1,1125,1.0,35,72,3.72,,,4.83,4.92,4.65,4.94,4.93,4.92,4.83
888737216101174082,208.63,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96706861688591,23.725390210155528,1,365,0.0,42,6,0.31,,,4.83,4.5,5.0,5.0,5.0,5.0,4.67
888942253369907755,178.82,Entire home/apt,Entire rental unit,6,2.0,4.0,1.5,"Athens, Greece",ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.9874519,23.7205457,1,365,0.0,39,9,0.49,,,3.78,3.67,3.33,4.89,4.22,4.0,4.11
891009965394800251,208.63,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9652625,23.725361,4,365,1.0,48,11,0.57,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
891354968387362655,596.08,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9857834,23.7296504,2,60,0.0,25,88,4.56,,,4.75,4.84,4.75,4.53,4.81,4.57,4.76
891837290969185510,618.43,Entire home/apt,Entire condo,4,1.0,2.0,1.0,Greece,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97926,23.7262,2,365,1.0,54,3,0.16,,,4.67,5.0,5.0,5.0,5.0,4.67,5.0
891871962464794195,298.04,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9969768,23.731423,2,60,1.0,20,58,3.06,,,4.74,4.76,4.57,4.69,4.88,4.45,4.76
892508393801177629,208.63,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.0007262,23.7220885,2,365,0.0,31,24,1.35,,,4.88,4.75,4.96,4.83,4.92,4.75,4.83
892660246135970887,59.61,Shared room,Shared room in condo,1,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9910695,23.728957,3,90,1.0,55,15,0.8,,,5.0,4.93,4.87,5.0,5.0,4.6,4.87
893226977077882125,126.67,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01863,23.74236,2,365,0.0,22,57,2.92,2.0,1.0,4.82,4.89,4.61,4.82,4.88,4.88,4.75
893946480152179402,134.12,Private room,Room in hotel,2,1.0,,,"Athens, Greece",ΘΗΣΕΙΟ,37.9743147,23.7166672,1,365,,38,0,,,,,,,,,,
893957436016656236,186.27,Private room,Room in hotel,3,1.0,2.0,1.5,"Athens, Greece",ΘΗΣΕΙΟ,37.9743147,23.7166672,1,365,,38,1,0.13,,,5.0,5.0,5.0,4.0,5.0,4.0,5.0
894078660081616809,640.78,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9764951,23.7316029,2,365,1.0,42,29,1.58,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.97
